RID,START,DATETIME.UTC,DURATION,consent,Consent_2,Q1Age,Q2Gender,Q3Country,Q4Urban,Q5Ethnicity,Q8Postcode,Q6Occupation,Q7Income,Q9Insect_Word1,Q9Insect_Word2,Q9Insect_Word3,Q10Insect_Species1,Q10Insect_Species2,Q10Insect_Species3,BackgroundInfo_Check,Q11OpinionOnInsectPopulations_1,Q11OpinionOnInsectPopulations_2,Q12InsectIDQuiz_1,Q12InsectIDQuiz_2,Q12InsectIDQuiz_3,Q12InsectIDQuiz_4,Q12InsectIDQuiz_5,Q12InsectIDQuiz_6,Q12InsectIDQuiz_DV_1,Q12InsectIDQuiz_DV_2,Q12InsectIDQuiz_DV_3,Q12InsectIDQuiz_DV_4,Q12InsectIDQuiz_DV_5,Q12InsectIDQuiz_DV_6,Q12InsectIDQuizFollowUp_1,Q12InsectIDQuizFollowUp_2,CE_Task_Insect_Check_1,CE_Task_Plan_Check_1,CE_Task_A1_Check_1,CE_Task_A2_Check_1,CE_Task_A3_Check_1,CE_Task_A4_Check_1,CE_Task_A5_Check_1,CE_ConfirmYouHaveReadDescs,CE_TasksConsequentiality_1,CE_TasksConsequentiality_2,BidVectorElicitation_Randomiser,QX_BidVector_Beetles,CE_BlockAllocator,design_offset,QX_BidVector_Bees,QX_BidVector_Wasps,CE_1_DV,CE_2_DV,CE_3_DV,CE_4_DV,CE_5_DV,CE_6_DV,CE_7_DV,CE_8_DV,CE_9_DV,Q29CEProtest_Statements,Q29CEProtest_Other,CE_Debrief_Easy,CE_Debrief_Certain,CE_Debrief_Confident,CE_ANA_1,CE_ANA_2,CE_ANA_3,CE_ANA_4,CE_ANA_5,Biowell_Beetle1_Item1_Relaxed,Biowell_Beetle1_Item2_Joy,Biowell_Beetle1_Item3_Clear,Biowell_Beetle1_Item4_Open,Biowell_Beetle1_Item5_Connect,Biowell_Bee1_Item1_Relaxed,Biowell_Bee1_Item2_Joy,Biowell_Bee1_Item3_Clear,Biowell_Bee1_Item4_Open,Biowell_Bee1_Item5_Connect,Biowell_Wasp1_Item1_Relaxed,Biowell_Wasp1_Item2_Joy,Biowell_Wasp1_Item3_Clear,Biowell_Wasp1_Item4_Open,Biowell_Wasp1_Item5_Connect,Biowell_Beetle2_Item1_Relaxed,Biowell_Beetle2_Item2_Joy,Biowell_Beetle2_Item3_Clear,Biowell_Beetle2_Item4_Open,Biowell_Beetle2_Item5_Connect,Biowell_Bee2_Item1_Relaxed,Biowell_Bee2_Item2_Joy,Biowell_Bee2_Item3_Clear,Biowell_Bee2_Item4_Open,Biowell_Bee2_Item5_Connect,Biowell_Wasp2_Item1_Relaxed,Biowell_Wasp2_Item2_Joy,Biowell_Wasp2_Item3_Clear,Biowell_Wasp2_Item4_Open,Biowell_Wasp2_Item5_Connect,Biowell_Beetle3_Item1_Relaxed,Biowell_Beetle3_Item2_Joy,Biowell_Beetle3_Item3_Clear,Biowell_Beetle3_Item4_Open,Biowell_Beetle3_Item5_Connect,Biowell_Bee3_Item1_Relaxed,Biowell_Bee3_Item2_Joy,Biowell_Bee3_Item3_Clear,Biowell_Bee3_Item4_Open,Biowell_Bee3_Item5_Connect,Biowell_Wasp3_Item1_Relaxed,Biowell_Wasp3_Item2_Joy,Biowell_Wasp3_Item3_Clear,Biowell_Wasp3_Item4_Open,Biowell_Wasp3_Item5_Connect,Biowell_Debrief_Easy,Biowell_Debrief_Certain,Sliding_Beetles_Encounter,Sliding_Beetles_Ecology,Sliding_Beetles_Conserved,Sliding_Beetles_Important,Sliding_Bees_Encounter,Sliding_Bees_Conserved,Sliding_Bees_Ecology,Sliding_Bees_Important,Sliding_Wasps_Encounter,Sliding_Wasps_Conserved,Sliding_Wasps_Ecology,Sliding_Wasps_Important,Visit_Child,Visit_Teen,Visit_Adult,Q41_FreqOfVisitGreenSpace_1,Q41_FreqOfVisitBlueSpace_1,Q41_WalkTimeToGreenSpace,Q41_WalkTimeToBlueSpace,Q42_Charity,Q43_Citizen,Q44_Sight,Q45_Garden,Q46_Farm,Q47_Fish,Q48_Education,QDiscounting_1,QDiscounting_2,QDiscounting_3,QDiscounting_4,QDiscounting_5,QDiscounting_6,QDiscounting_7,QDiscounting_8,QDiscounting_9,QDiscounting_10,Pretest_AnyDifficultQuestions,Pretest_SliderOrLikert,Q50_Understanding,FurtherComments,SurveyCompletionTime,Speeders_Survey_Threshold,Slowers_Survey_Threshold,Speeders_Survey_TestDummy,Slowers_Survey_TestDummy,Valuation_Start,Valuation_Finish,Valuation_CompletionTime,Speeders_Valuation_Threshold,Slowers_Valuation_Threshold,Speeders_Valuation_TestDummy,Slowers_Valuation_TestDummy,ClassDummy,EmployDummy_Retired,EmployDummy_Employed,IncomeMidpoints,Income_MissingDummy,AgeGroup,Dummy_HighEducation,Age_1829Dummy,Age_3044Dummy,Age_4560Dummy,Age_60Dummy,AgeGroup_Numeric,IncomeMidpoints_PlusMissing,Q12InsectIDQuiz_DV_1_Dummy,Q12InsectIDQuiz_DV_2_Dummy,Q12InsectIDQuiz_DV_3_Dummy,Q12InsectIDQuiz_DV_4_Dummy,Q12InsectIDQuiz_DV_5_Dummy,Q12InsectIDQuiz_DV_6_Dummy,Q12InsectIDQuiz_Score,Q12InsectIDQuiz_DV_6_ScoreScaled,CE_TasksConsequentiality_1_Scaled,CE_TasksConsequentiality_2_Scaled,QX_BidVector_All,CE_ANA_None,CE_ANA_All,first_switch_task,always_chose_two,DiscountRate,DiscountRate_Transform,DiscountRate_Scaled,DESIGN_ROW,Task,SEQ,Choice,Insect_PlanA,Encounter_PlanA,Existence_PlanA,Bequest_PlanA,Tax_PlanA,Insect_PlanB,Encounter_PlanB,Existence_PlanB,Bequest_PlanB,Tax_PlanB,Insect_PlanC,Encounter_PlanC,Existence_PlanC,Bequest_PlanC,Tax_PlanC,av_PlanA,av_PlanB,av_PlanC,ID,Respondent,Insect_PlanA_Words,Insect_PlanB_Words,Insect_PlanC_Words,Encounter_PlanA_Values,Encounter_PlanB_Values,Encounter_PlanC_Values,Existence_PlanA_Values,Existence_PlanB_Values,Existence_PlanC_Values,Bequest_PlanA_Values,Bequest_PlanB_Values,Bequest_PlanC_Values,Tax_PlanA_Values,Tax_PlanB_Values,Tax_PlanC_Values,SerialSQ
439,1725897880.9896,2024-09-09T18:04:40.990Z,711.073,1,,73,2,1,2,1,NG31,3,6,bee,butterfly,moth,moth,bee,wasp,1,5,5,1,3,3,5,2,2,Ant: incorrect,Beetle: incorrect,Beetle: correct,I don’t know: incorrect,Bee: correct,Bee: correct,5,1,1,1,1,1,1,1,1,1,5,5,3,,,,,0,3,3,3,3,3,2,3,3,3,,,84,83,82,1,1,1,1,1,43,39,41,36,36,19,9,9,10,10,78,68,61,62,67,12,24,8,9,10,4,2,3,4,4,70,74,72,70,71,9,12,8,11,11,1,1,1,2,1,12,43,31,37,32,90,93,64,69,78,96,58,95,95,98,32,67,62,71,94,96,85,4,4,2,2,2,2,2,1,1,2,5,1,1,1,2,2,2,2,2,2,2,no,1,99,none,711.073,426.91608,1316.32458,1,1,161.108425140381,351.802943944931,190.69451880455,103.828797798157,320.138793210983,1,1,0,1,0,3250.5,0,60+,1,0,0,0,1,60,3250.5,0,0,1,0,1,1,3,50,0,0,0,0,1,4,FALSE,28047.5,High,0.00216906580592774,2,2,2,3,3,2,1,2,1,3,1,2,1,5,3,1,1,1,1,1,1,1,96,11,Beetles,Beetles,Beetles,30,15,0,15,30,0,30,15,0,2.5,40,0,0
439,1725897880.9896,2024-09-09T18:04:40.990Z,711.073,1,,73,2,1,2,1,NG31,3,6,bee,butterfly,moth,moth,bee,wasp,1,5,5,1,3,3,5,2,2,Ant: incorrect,Beetle: incorrect,Beetle: correct,I don’t know: incorrect,Bee: correct,Bee: correct,5,1,1,1,1,1,1,1,1,1,5,5,3,,,,,0,3,3,3,3,3,2,3,3,3,,,84,83,82,1,1,1,1,1,43,39,41,36,36,19,9,9,10,10,78,68,61,62,67,12,24,8,9,10,4,2,3,4,4,70,74,72,70,71,9,12,8,11,11,1,1,1,2,1,12,43,31,37,32,90,93,64,69,78,96,58,95,95,98,32,67,62,71,94,96,85,4,4,2,2,2,2,2,1,1,2,5,1,1,1,2,2,2,2,2,2,2,no,1,99,none,711.073,426.91608,1316.32458,1,1,161.108425140381,351.802943944931,190.69451880455,103.828797798157,320.138793210983,1,1,0,1,0,3250.5,0,60+,1,0,0,0,1,60,3250.5,0,0,1,0,1,1,3,50,0,0,0,0,1,4,FALSE,28047.5,High,0.00216906580592774,7,7,7,3,1,1,2,2,4,1,2,1,1,2,1,1,1,1,1,1,1,1,97,11,Wasps,Wasps,Wasps,15,30,0,30,15,0,30,15,0,20,5,0,0
439,1725897880.9896,2024-09-09T18:04:40.990Z,711.073,1,,73,2,1,2,1,NG31,3,6,bee,butterfly,moth,moth,bee,wasp,1,5,5,1,3,3,5,2,2,Ant: incorrect,Beetle: incorrect,Beetle: correct,I don’t know: incorrect,Bee: correct,Bee: correct,5,1,1,1,1,1,1,1,1,1,5,5,3,,,,,0,3,3,3,3,3,2,3,3,3,,,84,83,82,1,1,1,1,1,43,39,41,36,36,19,9,9,10,10,78,68,61,62,67,12,24,8,9,10,4,2,3,4,4,70,74,72,70,71,9,12,8,11,11,1,1,1,2,1,12,43,31,37,32,90,93,64,69,78,96,58,95,95,98,32,67,62,71,94,96,85,4,4,2,2,2,2,2,1,1,2,5,1,1,1,2,2,2,2,2,2,2,no,1,99,none,711.073,426.91608,1316.32458,1,1,161.108425140381,351.802943944931,190.69451880455,103.828797798157,320.138793210983,1,1,0,1,0,3250.5,0,60+,1,0,0,0,1,60,3250.5,0,0,1,0,1,1,3,50,0,0,0,0,1,4,FALSE,28047.5,High,0.00216906580592774,9,9,9,3,1,1,1,2,2,1,2,2,1,5,1,1,1,1,1,1,1,1,98,11,Wasps,Wasps,Wasps,15,30,0,15,30,0,30,15,0,5,40,0,0
439,1725897880.9896,2024-09-09T18:04:40.990Z,711.073,1,,73,2,1,2,1,NG31,3,6,bee,butterfly,moth,moth,bee,wasp,1,5,5,1,3,3,5,2,2,Ant: incorrect,Beetle: incorrect,Beetle: correct,I don’t know: incorrect,Bee: correct,Bee: correct,5,1,1,1,1,1,1,1,1,1,5,5,3,,,,,0,3,3,3,3,3,2,3,3,3,,,84,83,82,1,1,1,1,1,43,39,41,36,36,19,9,9,10,10,78,68,61,62,67,12,24,8,9,10,4,2,3,4,4,70,74,72,70,71,9,12,8,11,11,1,1,1,2,1,12,43,31,37,32,90,93,64,69,78,96,58,95,95,98,32,67,62,71,94,96,85,4,4,2,2,2,2,2,1,1,2,5,1,1,1,2,2,2,2,2,2,2,no,1,99,none,711.073,426.91608,1316.32458,1,1,161.108425140381,351.802943944931,190.69451880455,103.828797798157,320.138793210983,1,1,0,1,0,3250.5,0,60+,1,0,0,0,1,60,3250.5,0,0,1,0,1,1,3,50,0,0,0,0,1,4,FALSE,28047.5,High,0.00216906580592774,8,8,8,3,3,2,1,2,5,3,1,2,1,1,3,1,1,1,1,1,1,1,99,11,Beetles,Beetles,Beetles,30,15,0,15,30,0,30,15,0,40,2.5,0,0
423,1725897855.03496,2024-09-09T18:04:15.035Z,761.97,1,,24,1,3,2,1,cf24,10,7,bees,ants,butterflies,bee,ants,butterflie,1,5,5,5,5,3,1,2,4,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,1,2,2,2,2,2,2,2,2,1,4,4,3,,,,,15,1,1,1,1,1,2,2,2,1,,,100,67,68,1,2,1,1,1,0,0,0,0,1,27,0,0,1,0,42,22,23,23,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,100,72,1,27,99,99,0,99,76,99,2,99,77,99,99,99,100,6,4,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,no they were all easy to understand,1,100,easy to answer and understand on an important topic,761.97,426.91608,1316.32458,1,1,157.724447011948,375.471932888031,217.747485876083,103.828797798157,320.138793210983,1,1,1,0,1,3750.5,0,18-29,1,1,0,0,0,23.5,3750.5,0,0,1,0,1,0,2,33.33,1,1,15,0,0,2,FALSE,396.48,High,0.0000306619559937331,1,1,1,1,1,2,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,100,12,Wasps,Wasps,Wasps,30,15,0,30,15,0,30,15,0,20,10,0,0
423,1725897855.03496,2024-09-09T18:04:15.035Z,761.97,1,,24,1,3,2,1,cf24,10,7,bees,ants,butterflies,bee,ants,butterflie,1,5,5,5,5,3,1,2,4,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,1,2,2,2,2,2,2,2,2,1,4,4,3,,,,,15,1,1,1,1,1,2,2,2,1,,,100,67,68,1,2,1,1,1,0,0,0,0,1,27,0,0,1,0,42,22,23,23,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,100,72,1,27,99,99,0,99,76,99,2,99,77,99,99,99,100,6,4,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,no they were all easy to understand,1,100,easy to answer and understand on an important topic,761.97,426.91608,1316.32458,1,1,157.724447011948,375.471932888031,217.747485876083,103.828797798157,320.138793210983,1,1,1,0,1,3750.5,0,18-29,1,1,0,0,0,23.5,3750.5,0,0,1,0,1,0,2,33.33,1,1,15,0,0,2,FALSE,396.48,High,0.0000306619559937331,6,6,6,2,2,2,2,1,6,2,1,1,2,1,2,1,1,1,1,1,1,1,101,12,Bees,Bees,Bees,30,15,0,30,15,0,15,30,0,80,2.5,0,0
423,1725897855.03496,2024-09-09T18:04:15.035Z,761.97,1,,24,1,3,2,1,cf24,10,7,bees,ants,butterflies,bee,ants,butterflie,1,5,5,5,5,3,1,2,4,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,1,2,2,2,2,2,2,2,2,1,4,4,3,,,,,15,1,1,1,1,1,2,2,2,1,,,100,67,68,1,2,1,1,1,0,0,0,0,1,27,0,0,1,0,42,22,23,23,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,100,72,1,27,99,99,0,99,76,99,2,99,77,99,99,99,100,6,4,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,no they were all easy to understand,1,100,easy to answer and understand on an important topic,761.97,426.91608,1316.32458,1,1,157.724447011948,375.471932888031,217.747485876083,103.828797798157,320.138793210983,1,1,1,0,1,3750.5,0,18-29,1,1,0,0,0,23.5,3750.5,0,0,1,0,1,0,2,33.33,1,1,15,0,0,2,FALSE,396.48,High,0.0000306619559937331,5,5,5,1,2,1,1,1,3,2,2,2,2,6,2,1,1,1,1,1,1,1,102,12,Bees,Bees,Bees,15,30,0,15,30,0,15,30,0,10,80,0,0
423,1725897855.03496,2024-09-09T18:04:15.035Z,761.97,1,,24,1,3,2,1,cf24,10,7,bees,ants,butterflies,bee,ants,butterflie,1,5,5,5,5,3,1,2,4,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,1,2,2,2,2,2,2,2,2,1,4,4,3,,,,,15,1,1,1,1,1,2,2,2,1,,,100,67,68,1,2,1,1,1,0,0,0,0,1,27,0,0,1,0,42,22,23,23,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,100,72,1,27,99,99,0,99,76,99,2,99,77,99,99,99,100,6,4,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,no they were all easy to understand,1,100,easy to answer and understand on an important topic,761.97,426.91608,1316.32458,1,1,157.724447011948,375.471932888031,217.747485876083,103.828797798157,320.138793210983,1,1,1,0,1,3750.5,0,18-29,1,1,0,0,0,23.5,3750.5,0,0,1,0,1,0,2,33.33,1,1,15,0,0,2,FALSE,396.48,High,0.0000306619559937331,4,4,4,1,3,2,2,1,2,3,1,1,2,6,3,1,1,1,1,1,1,1,103,12,Beetles,Beetles,Beetles,30,15,0,30,15,0,15,30,0,5,80,0,0
423,1725897855.03496,2024-09-09T18:04:15.035Z,761.97,1,,24,1,3,2,1,cf24,10,7,bees,ants,butterflies,bee,ants,butterflie,1,5,5,5,5,3,1,2,4,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,1,2,2,2,2,2,2,2,2,1,4,4,3,,,,,15,1,1,1,1,1,2,2,2,1,,,100,67,68,1,2,1,1,1,0,0,0,0,1,27,0,0,1,0,42,22,23,23,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,100,72,1,27,99,99,0,99,76,99,2,99,77,99,99,99,100,6,4,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,no they were all easy to understand,1,100,easy to answer and understand on an important topic,761.97,426.91608,1316.32458,1,1,157.724447011948,375.471932888031,217.747485876083,103.828797798157,320.138793210983,1,1,1,0,1,3750.5,0,18-29,1,1,0,0,0,23.5,3750.5,0,0,1,0,1,0,2,33.33,1,1,15,0,0,2,FALSE,396.48,High,0.0000306619559937331,3,3,3,1,2,1,2,1,1,2,2,1,2,5,2,1,1,1,1,1,1,1,104,12,Bees,Bees,Bees,15,30,0,30,15,0,15,30,0,2.5,40,0,0
423,1725897855.03496,2024-09-09T18:04:15.035Z,761.97,1,,24,1,3,2,1,cf24,10,7,bees,ants,butterflies,bee,ants,butterflie,1,5,5,5,5,3,1,2,4,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,1,2,2,2,2,2,2,2,2,1,4,4,3,,,,,15,1,1,1,1,1,2,2,2,1,,,100,67,68,1,2,1,1,1,0,0,0,0,1,27,0,0,1,0,42,22,23,23,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,100,72,1,27,99,99,0,99,76,99,2,99,77,99,99,99,100,6,4,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,no they were all easy to understand,1,100,easy to answer and understand on an important topic,761.97,426.91608,1316.32458,1,1,157.724447011948,375.471932888031,217.747485876083,103.828797798157,320.138793210983,1,1,1,0,1,3750.5,0,18-29,1,1,0,0,0,23.5,3750.5,0,0,1,0,1,0,2,33.33,1,1,15,0,0,2,FALSE,396.48,High,0.0000306619559937331,2,2,2,1,3,2,1,2,1,3,1,2,1,5,3,1,1,1,1,1,1,1,105,12,Beetles,Beetles,Beetles,30,15,0,15,30,0,30,15,0,2.5,40,0,0
423,1725897855.03496,2024-09-09T18:04:15.035Z,761.97,1,,24,1,3,2,1,cf24,10,7,bees,ants,butterflies,bee,ants,butterflie,1,5,5,5,5,3,1,2,4,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,1,2,2,2,2,2,2,2,2,1,4,4,3,,,,,15,1,1,1,1,1,2,2,2,1,,,100,67,68,1,2,1,1,1,0,0,0,0,1,27,0,0,1,0,42,22,23,23,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,100,72,1,27,99,99,0,99,76,99,2,99,77,99,99,99,100,6,4,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,no they were all easy to understand,1,100,easy to answer and understand on an important topic,761.97,426.91608,1316.32458,1,1,157.724447011948,375.471932888031,217.747485876083,103.828797798157,320.138793210983,1,1,1,0,1,3750.5,0,18-29,1,1,0,0,0,23.5,3750.5,0,0,1,0,1,0,2,33.33,1,1,15,0,0,2,FALSE,396.48,High,0.0000306619559937331,7,7,7,2,1,1,2,2,4,1,2,1,1,2,1,1,1,1,1,1,1,1,106,12,Wasps,Wasps,Wasps,15,30,0,30,15,0,30,15,0,20,5,0,0
423,1725897855.03496,2024-09-09T18:04:15.035Z,761.97,1,,24,1,3,2,1,cf24,10,7,bees,ants,butterflies,bee,ants,butterflie,1,5,5,5,5,3,1,2,4,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,1,2,2,2,2,2,2,2,2,1,4,4,3,,,,,15,1,1,1,1,1,2,2,2,1,,,100,67,68,1,2,1,1,1,0,0,0,0,1,27,0,0,1,0,42,22,23,23,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,100,72,1,27,99,99,0,99,76,99,2,99,77,99,99,99,100,6,4,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,no they were all easy to understand,1,100,easy to answer and understand on an important topic,761.97,426.91608,1316.32458,1,1,157.724447011948,375.471932888031,217.747485876083,103.828797798157,320.138793210983,1,1,1,0,1,3750.5,0,18-29,1,1,0,0,0,23.5,3750.5,0,0,1,0,1,0,2,33.33,1,1,15,0,0,2,FALSE,396.48,High,0.0000306619559937331,9,9,9,1,1,1,1,2,2,1,2,2,1,5,1,1,1,1,1,1,1,1,107,12,Wasps,Wasps,Wasps,15,30,0,15,30,0,30,15,0,5,40,0,0
423,1725897855.03496,2024-09-09T18:04:15.035Z,761.97,1,,24,1,3,2,1,cf24,10,7,bees,ants,butterflies,bee,ants,butterflie,1,5,5,5,5,3,1,2,4,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,1,2,2,2,2,2,2,2,2,1,4,4,3,,,,,15,1,1,1,1,1,2,2,2,1,,,100,67,68,1,2,1,1,1,0,0,0,0,1,27,0,0,1,0,42,22,23,23,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,100,72,1,27,99,99,0,99,76,99,2,99,77,99,99,99,100,6,4,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,no they were all easy to understand,1,100,easy to answer and understand on an important topic,761.97,426.91608,1316.32458,1,1,157.724447011948,375.471932888031,217.747485876083,103.828797798157,320.138793210983,1,1,1,0,1,3750.5,0,18-29,1,1,0,0,0,23.5,3750.5,0,0,1,0,1,0,2,33.33,1,1,15,0,0,2,FALSE,396.48,High,0.0000306619559937331,8,8,8,2,3,2,1,2,5,3,1,2,1,1,3,1,1,1,1,1,1,1,108,12,Beetles,Beetles,Beetles,30,15,0,15,30,0,30,15,0,40,2.5,0,0
447,1725897891.87449,2024-09-09T18:04:51.874Z,742.594,1,,48,1,1,2,1,LE1,6,6,Spider,Creepy,Small,Lady bird,Ear wig,Ant,1,5,5,1,1,3,3,2,4,Ant: incorrect,Ant: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,5,1,1,1,1,1,1,1,1,5,4,2,,,,10,,1,1,2,1,2,1,1,1,2,,,100,100,100,1,1,1,1,1,100,100,92,97,6,100,100,100,100,10,100,100,99,100,8,100,98,100,100,6,99,97,97,100,10,98,96,100,100,3,13,8,7,8,96,0,0,4,7,97,8,5,7,13,100,100,100,21,100,90,100,13,96,97,100,9,97,100,100,100,95,100,7,5,2,3,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,2,No,1,100,No,742.594,426.91608,1316.32458,1,1,227.56894993782,442.44145488739,214.87250494957,103.828797798157,320.138793210983,1,1,1,0,1,3250.5,0,45-60,0,0,0,1,0,52.5,3250.5,0,0,1,1,1,0,3,50,0,1,10,0,1,10,FALSE,0,Low,0,1,1,1,1,1,2,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,109,13,Wasps,Wasps,Wasps,30,15,0,30,15,0,30,15,0,20,10,0,0
447,1725897891.87449,2024-09-09T18:04:51.874Z,742.594,1,,48,1,1,2,1,LE1,6,6,Spider,Creepy,Small,Lady bird,Ear wig,Ant,1,5,5,1,1,3,3,2,4,Ant: incorrect,Ant: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,5,1,1,1,1,1,1,1,1,5,4,2,,,,10,,1,1,2,1,2,1,1,1,2,,,100,100,100,1,1,1,1,1,100,100,92,97,6,100,100,100,100,10,100,100,99,100,8,100,98,100,100,6,99,97,97,100,10,98,96,100,100,3,13,8,7,8,96,0,0,4,7,97,8,5,7,13,100,100,100,21,100,90,100,13,96,97,100,9,97,100,100,100,95,100,7,5,2,3,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,2,No,1,100,No,742.594,426.91608,1316.32458,1,1,227.56894993782,442.44145488739,214.87250494957,103.828797798157,320.138793210983,1,1,1,0,1,3250.5,0,45-60,0,0,0,1,0,52.5,3250.5,0,0,1,1,1,0,3,50,0,1,10,0,1,10,FALSE,0,Low,0,6,6,6,1,2,2,2,1,6,2,1,1,2,1,2,1,1,1,1,1,1,1,110,13,Bees,Bees,Bees,30,15,0,30,15,0,15,30,0,80,2.5,0,0
447,1725897891.87449,2024-09-09T18:04:51.874Z,742.594,1,,48,1,1,2,1,LE1,6,6,Spider,Creepy,Small,Lady bird,Ear wig,Ant,1,5,5,1,1,3,3,2,4,Ant: incorrect,Ant: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,5,1,1,1,1,1,1,1,1,5,4,2,,,,10,,1,1,2,1,2,1,1,1,2,,,100,100,100,1,1,1,1,1,100,100,92,97,6,100,100,100,100,10,100,100,99,100,8,100,98,100,100,6,99,97,97,100,10,98,96,100,100,3,13,8,7,8,96,0,0,4,7,97,8,5,7,13,100,100,100,21,100,90,100,13,96,97,100,9,97,100,100,100,95,100,7,5,2,3,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,2,No,1,100,No,742.594,426.91608,1316.32458,1,1,227.56894993782,442.44145488739,214.87250494957,103.828797798157,320.138793210983,1,1,1,0,1,3250.5,0,45-60,0,0,0,1,0,52.5,3250.5,0,0,1,1,1,0,3,50,0,1,10,0,1,10,FALSE,0,Low,0,5,5,5,2,2,1,1,1,3,2,2,2,2,6,2,1,1,1,1,1,1,1,111,13,Bees,Bees,Bees,15,30,0,15,30,0,15,30,0,10,80,0,0
447,1725897891.87449,2024-09-09T18:04:51.874Z,742.594,1,,48,1,1,2,1,LE1,6,6,Spider,Creepy,Small,Lady bird,Ear wig,Ant,1,5,5,1,1,3,3,2,4,Ant: incorrect,Ant: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,5,1,1,1,1,1,1,1,1,5,4,2,,,,10,,1,1,2,1,2,1,1,1,2,,,100,100,100,1,1,1,1,1,100,100,92,97,6,100,100,100,100,10,100,100,99,100,8,100,98,100,100,6,99,97,97,100,10,98,96,100,100,3,13,8,7,8,96,0,0,4,7,97,8,5,7,13,100,100,100,21,100,90,100,13,96,97,100,9,97,100,100,100,95,100,7,5,2,3,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,2,No,1,100,No,742.594,426.91608,1316.32458,1,1,227.56894993782,442.44145488739,214.87250494957,103.828797798157,320.138793210983,1,1,1,0,1,3250.5,0,45-60,0,0,0,1,0,52.5,3250.5,0,0,1,1,1,0,3,50,0,1,10,0,1,10,FALSE,0,Low,0,4,4,4,1,3,2,2,1,2,3,1,1,2,6,3,1,1,1,1,1,1,1,112,13,Beetles,Beetles,Beetles,30,15,0,30,15,0,15,30,0,5,80,0,0
